artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
 Bruce Crane,,,American,,1857-01-01,,1/1/1937," Bronxville (Westchester county, New York state, United States)",,
 Bruce Cratsley,,,American,,1/1/1944,,1/1/1998,,,
 Bruce Talbert,designer,,British,,1838-01-01,,1881-01-01,"London, England",,
 Bruce|Gillow and Company Talbert,designer|manufacturer,,British|British,,1838-01-01|1720-01-01,,1881-01-01|1897-01-01,"London, England|",,
 Bruce|Hawley Price,architect|Delineator,,American|American,,1843-01-01|1850-01-01,,1903-01-01|1936-01-01,"Paris, France|USA (probably)",,
 Bruno Paul,,,German,,1874-01-01,,1/1/1968,,,
 Bruno Romanelli,,,British,,1/1/1968,,,,,
 Bruno|Mathsson Mathsson,|,,Swedish|Swedish,,1907-01-01|,,1988-01-01|,|,,
 Brusa unknown Turkish,,,"Turkish, Brusa",,,,,,,
 Bryan E. Steinberg,,,American,,1/1/1963,,1/1/2016,,,
 Bud Gibbons,,,American,,1/1/1947,,,,,
 Budd Hopkins,,,American,,1/1/1931,,1/1/2011,,,
 Burhan C. Dogançay,,,American,,1/1/1929,,,,,
 Bushirô Môri,,,Japanese,,1/1/1923,,1/1/2004,,,
 Buster Keaton,,,American,,1895-01-01,,1/1/1966,,,
 C. Asmann,,,American,,,,,,,
 C. C. Kough,,,American,,1866-01-01,,1/1/1912,"Pasadena, California",,
 C. D. McCurdy,,,American,,1860-01-01,,,,,
 C. E. Urban,architect,,American,,1863-01-01,,1/1/1939,,,
 C. F. A.|Henry Voysey,designer|maker,,English|English,,1857-01-01|1895-01-01,,1941-01-01|,"Winchester, England|",,
 C. H. Roblot,,,French,,,,,,,
 C. H. Rogers,,,American,,,,,,,
 C. M. Robinson,,,American,,1867-01-01,,1/1/1932,,,
 C. Ronald Bechtle,,,American,,1/1/1924,,,,,
 C. Sayers,,,Dutch,,,,,,,
 C. W. Bunting,,,American,,,,,,,
 C. Yarnall Abbott,,,American,,1870-01-01,,1/1/1938,,,
 Cadwallader Washburn,,,American,,1866-01-01,,1/1/1965,"Farmington, Maine",,
 Cady Noland,,,American,,1/1/1956,,,,,
 Cady Wells,,,American,,1/1/1904,,1/1/1954,,,
 Caffarelli,after,,undetermined,,,,,,,
 Camille Bryen,,,French,,1/1/1907,,1/1/1977,Paris,,
 Camille Fauré,,,French,,1874-11-16,,1/1/1956,,,
 Camsier,,,undetermined,,,,,,,
 Carl Georg Christian Rosmäster|Schumacher,after|,,German|German,,|1797-01-01,,|1869-01-01,|,,
 Carl M. Schultheiss,,,American,,1885-01-01,,1/1/1961,New York state (United States),,
 Carl Morris,,,American,,1/1/1911,,1/1/1993,"Portland (Multnomah county, Oregon, United States)",,
 Carl Pickhardt,,,American,,1/1/1908,,1/1/2004,,,
 Carl van Hees,,,Dutch,,1/1/1964,,,,,
 Carla Accardi,,,Italian,,1/1/1924,,,,,
 Carla Klevan,,,American,,1/1/1939,,,,,
 Carlo Amatucci,,,Italian,,,,1809-01-01,"Mafra, Portugal",,
 Carlo Bugatti,,,Italian,,1856-01-01,,1/1/1940,,,
 Carlo Dolci,circle of,,Italian,,1616-01-01,,1687-01-01,"Florence (Firenze province, Tuscany, Italy)",,
 Carlo F. Nuvolone,,,Italian,,1608-01-01,,1661-01-01,"Milan (Milano province, Lombardy, Italy)",,
 Carlo Maratta,,,Italian,,1625-01-01,,1713-01-01,Rome,,
 Carlos Anderson,,,American,,1/1/1905,,1/1/1945,,,
 Carlos F. Peterson,,,American,,1/1/1949,,,,,
 Carlo|Venini & C. Scarpa,designer|manufacturer,,Italian|Italian,,1906-01-01|1929-01-01,,1978-01-01|1985-01-01,"Tokyo, Japan|",,
 Carol Anthony,,,American,,1/1/1943,,,,,
 Carol Cohen,,,American,,1/1/1939,,,,,
 Carole Seborovski,,,American,,1/1/1960,,,,,
 Carolee Schneemann,,,American,,1/1/1939,,,,,
 Caroline|Shelley Watson,printmaker|after,,British|English,,1761-01-01|1750-01-01,,1814-01-01|1808-01-01,"|London (Greater London, England, United Kingdom)",,
 Carroll Dunham,,,American,,1/1/1949,,,,,
 Carrus Dishier unknown Persian,probably by,,Persian,,,,,,,
 Caruso St John,architects,,British,,,,,,,
 Caspar David Friedrich,,,German,,1774-01-01,,1840-01-01,,,
 Caspar Netscher,,,Dutch,,1639-01-01,,1684-01-01,"The Hague, Netherlands",,
 Cassel Porcelain Factory,,,German,,1766-01-01,,1788-01-01,,,
 Castel Durante Factory,,,Italian,,1495-01-01,,1635-01-01,,,
 Catherine Lee,,,American,,1/1/1950,,,,,
 Caughley Porcelain Factory,,,English,,1751-01-01,,1783-01-01,,,
 Celia Munoz,,,American,,1/1/1937,,,,,
 Cesare Toffolo,,,Italian,,1/1/1961,,,,,
 Chaim Gross,,,American,,1/1/1904,,1/1/1991,,,
 Chaim Koppelman,,,American,,1/1/1920,,1/1/2009,"New York, NY",,
 Chamberlain's Worcester Porcelain Factory,,,English,,1783-01-01,,1850-01-01,,,
 Chang Hung,,,Chinese,,,,,,,
 Chantilly unknown French,,,French,,,,,,,
" Charles ""Teenie""|Harris Harris",copyist|,,American|American,,1908-01-01|1908-01-01,,1998-01-01|1998-01-01,Pittsburgh PA|Pittsburgh PA,,
" Charles ""Teenie""|Smith Harris",attributed to|possibly by,,American|American,,1908-01-01|,,1998-01-01|,Pittsburgh PA|,,
 Charles A. Busby,,,English,,1801-01-01,,1830-01-01,,,
 Charles A. Walker,,,American,,1848-01-01,,1/1/1925,"Brookline, MA",,
 Charles Beale,,,English,,1660-01-01,,1714-01-01," London (Greater London, England, United Kingdom)",,
 Charles Biddle,,,American,,1/1/1958,,,,,
 Charles Boyton,,,English,,1885-01-01,,1/1/1958,,,
 Charles Camoin,,,French,,1879-01-01,,1/1/1965,,,
 Charles D. Gibson,,,American,,1867-01-01,,1/1/1944," New York City (New York state, United States)",,
 Charles D. Maginnis,,,American,,1867-01-01,,1/1/1955,,,
 Charles Davies,,,American,,1798-01-01,,1837-01-01,,,
 Charles Degault,,,French,,1800-01-01,,,,,
 Charles Doumeclun,,,American,,,,,,,
 Charles E. Saint-Marcel-Cabin,,,French,,1819-01-01,,1890-01-01,,,
 Charles Etienne|Visscher Gaucher,after|,,French|Dutch,,1741-01-01|1629-01-01,,1804-01-01|1658-01-01,"|Amsterdam (North Holland, Netherlands)",,
 Charles F. Kandler,,,German,,1714-01-01,,,,,
 Charles F. White,,,American,,1/1/1918,,,,,
 Charles F. Wintersteen,,,American,,1884-01-01,,1/1/1962,,,
 Charles Fahlen,,,American,,1/1/1939,,1/1/2010,"Guerneville, California",,
 Charles Gibbons,,,American,,1/1/1947,,,,,
 Charles Grafly,,,American,,1862-01-01,,1/1/1929,,,
 Charles H. Davis,,,American,,1856-01-01,,1/1/1933,,,
 Charles H. Desfossez,,,French,,1764-01-01,,1808-01-01,,,
 Charles Howard,,,American,,1899-01-01,,1/1/1978,,,
 Charles J. Taylor,,,American,,1855-01-01,,1/1/1929,,,
 Charles J. unknown English|White,photographer|,,English|English,,|,,|,|,,
 Charles K. Gleeson,,,American,,1878-01-01,,1/1/1971,"Meriden, Connecticut",,
 Charles K. Lassiter,,,American,,1/1/1926,,,,,
 Charles Kandler,,,German,,1727-01-01,,1740-01-01,,,
 Charles Long,,,American,,1/1/1958,,,,,
 Charles Monnet,,,French,,1732-01-01,,1808-01-01,,,
 Charles P. Company Limbert,designer,,American,,1/1/1902,,1/1/1944,,,
 Charles Parrocel,,,French,,1688-01-01,,1752-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,
 Charles Prendergast,,,American,,1869-01-01,,1/1/1948,"Norwalk, CT",,
 Charles R. Cockerell,,,British,,1788-01-01,,1863-01-01," London (Greater London, England, United Kingdom)",,
 Charles Rennie Mackintosh,,,Scottish,,1868-01-01,,1/1/1928,,,
 Charles Rudy,,,American,,1/1/1904,,1/1/1986,,,
 Charles S.|Greene Greene,designer|designer|manufacturer,,American|American|American,,1868-01-01|1870-01-01|1894-01-01,,1957-01-01|1954-01-01|1922-01-01,"Carmel-by-the-Sea, CA|Pasadena, CA|",,
 Charles Samuel Keene,,,English,,1823-01-01,,1891-01-01,,,
 Charles T. Nightingale,,,British,,1878-01-01,,1/1/1928,,,
 Charles Topino,manner of,,French,,1742-01-01,,1803-01-01,,,
 Charles Val Saint Lambert|Graffart,manufacturer|designer,,Belgian|Belgian,,1825-01-01|1873-01-01,,|1967-01-01,|,,
 Charles W. Cain,,,British,,1893-01-01,,1/1/1962,,,
 Charles Webster Hawthorne,,,American,,1872-01-01,,1/1/1930,,,
 Charles William Bartlett,,,British,,1860-01-01,,1/1/1940," Honolulu (Honolulu county, Hawaii, United States)",,
 Charles de|Cortona La Haye,after|,,French|Italian,,1641-01-01|1596-01-01,,|1669-01-01,"|Rome, Italy",,
 Charles-Clément|Callet Bervic,after|,,French|French,,1756-01-01|1741-01-01,,1822-01-01|1823-01-01," Paris (Ville de Paris department, Île-de-France, France)|",,
 Charles-François-Antoine Leroy,,,French,,1780-01-01,,1854-01-01,,,
 Charles-Joseph Natoire,,,French,,1700-01-01,,1777-01-01,"Castel Gandolfo (Roma province, Lazio, Italy)",,
 Charles-Louis Kratké,,,French,,1848-01-01,,1/1/1921,,,
 Charles|Christofle Christofle,attributed designer|manufacturer,,French|French,,1805-01-01|1831-01-01,,1863-01-01|,|,,
 Charles|Evans Products Company Eames,|,,American|American,,1907-01-01|1943-01-01,,1978-01-01|1949-01-01,"Saint Louis (St. Louis Indep. City, Missouri, United States)|",,
 Charles|Goodall Cousen,printmaker|after|after,,British|British|British,,1808-01-01|1822-01-01|1811-01-01,,1889-01-01|1904-01-01|1869-01-01,|London|London,,
 Charles|Green Aldridge,|,,English|English,,|,,|,|,,
 Charles|Guercino Knapton,after|,,British|Italian,,1710-01-01|1591-01-01,,1744-01-01|1666-01-01,"|Bologna (Bologna province, Emilia-Romagna, Italy)",,
 Charles|Harris Trefts,copyist|,,American|American,,|1908-01-01,,|1998-01-01,|Pittsburgh PA,,
 Charles|Holbein Knight,after|,,English|German,,1743-01-01|1497-01-01,,1827-01-01|1543-01-01,"|London, England",,
 Charles|Hoppner Turner,printmaker|after,,English|British,,1774-01-01|1758-01-01,,1857-01-01|1810-01-01,"London (Greater London, England, United Kingdom)| London (Greater London, England, United Kingdom)",,
 Charles|Mercier Spooner,printmaker|after,,Irish|French,,|1689-01-01,,1767-01-01|1760-01-01," London (Greater London, England, United Kingdom)|London (Greater London, England, United Kingdom)",,
 Charles|Phillips Turner,printmaker|after,,English|English,,1774-01-01|1770-01-01,,1857-01-01|1845-01-01,"London (Greater London, England, United Kingdom)|London (Greater London, England, United Kingdom)",,
 Charles|Skillin Bulfinch,architect|,,American|American,,1763-01-01|1756-01-01,,1844-01-01|1806-01-01,|,,
 Charles|Stothard White,after|,,English|British,,1751-01-01|1755-01-01,,1785-01-01|1834-01-01,"London (Greater London, England, United Kingdom)|London (Greater London, England, United Kingdom)",,
 Charles|Tiffany & Co. Osborne,designer|,,American|American,,1847-01-01|1837-01-01,,1920-01-01|,|,,
 Charles|Val Saint Lambert Graffart,designer|manufacturer,,Belgian|Belgian,,1873-01-01|1825-01-01,,1967-01-01|,|,,
 Charles|van den Hecke Le Brun,designer|workshop of,,French|Flemish,,1619-01-01|,,1690-01-01|1995-01-01,|,,
 Charlotte|Prouvé Perriand,designer|designer|manufacturer,,French|French|French,,1903-01-01|1901-01-01|1931-01-01,,1999-01-01|1984-01-01|1981-01-01,"Paris, France|Nancy (Meurthe-et-Moselle, Lorraine, France)|",,
 Chautauqua Photographic Company|Chasmar-Winchell Press,|,,American|American,,1897-01-01|,,1911-01-01|,|,,
 Che School,,,Chinese,,,,,,,
 Chema Cobo,,,Spanish,,1/1/1952,,,,,
 Chester Harding,attributed to,,American,,1792-01-01,,1866-01-01," Boston (Suffolk county, Massachusetts, United States)",,
 Chiho Aoshima,,,Japanese,,1/1/1974,,,,,
 Chola period unknown Indian,,,Chola,,,,,,,
 Chris Burden,,,American,,1/1/1945,,1/1/2015,"Topanga (Los Angeles County, California, USA)",,
 Chris Ofili,,,British,,1/1/1968,,,,,
 Chris Vasell,,,American,,1/1/1974,,,,,
 Christian & Company Ihmsen,,,American,,1836-01-01,,1860-01-01,,,
 Christian Burchard,,,American,,1/1/1955,,,,,
 Christian Dell,,,German,,1893-01-01,,1/1/1974,,,
 Christian Herter,,,American,,1839-01-01,,1883-01-01,"New York City (New York state, United States)",,
 Christian Jankowski,,,German,,1/1/1968,,,,,
 Christian Marclay,,,American,,1/1/1955,,,,,
 Christian Richter,,,English,,1678-01-01,,1732-01-01,England (United Kingdom),,
 Christian Schussele,,,American,,1824-01-01,,1879-01-01,"Merchantville (Camden county, New Jersey, United States)",,
 Christine Ravaux,,,Belgian,,1/1/1961,,,,,
 Christoffel Jegher,,,Dutch,,1578-01-01,,1652-01-01," Antwerp (Antwerpen province, Flanders, Belgium)",,
 Christofle et Cie,,,French,,1830-01-01,,,,,
 Christopher Dresser,,,British,,1834-01-01,,1/1/1904,,,
 Christopher Knowles,,,American,,1/1/1959,,,,,
 Christopher Minton & Co.|Dresser,manufacturer|attributed designer,,British|British,,1793-01-01|1834-01-01,,|1904-01-01,|,,
 Christopher|Ault Pottery Dresser,designer|manufacturer,,British|,,1834-01-01|1887-01-01,,1904-01-01|,|,,
 Christopher|Brownfield Dresser,designer|manufacturer,,British|,,1834-01-01|1871-01-01,,1904-01-01|1891-01-01,|,,
 Christopher|James Couper & Sons Dresser,designer|manufacturer,,British|British,,1834-01-01|1865-01-01,,1904-01-01|1895-01-01,|,,
 Christopher|James W. & C. Ward Dresser,|,,British|British,,1834-01-01|,,1904-01-01|,|,,
 Christopher|Schott Glass Technologies Ries,designer|manufacturer,,American|American,,1952-01-01|1969-01-01,,|,|,,
 Christopher|Smith Dresser,attributed to|,,British|British,,1834-01-01|1868-01-01,,1904-01-01|1894-01-01,|,,
 Christopher|Watcombe Pottery Dresser,designer|manufacturer,,British|,,1834-01-01|1867-01-01,,1904-01-01|,|,,
 Christophe|Duc d'Angoulême Factory Dihl,modeler|manufacturer,,German|French,,1753-01-01|1781-01-01,,1830-01-01|1828-01-01,|,,
 Chrysler Tower Corporation,,,American,,,,,,,
 Chryssa,,,American,,1/1/1933,,,,,
 Chuck Olson,,,American,,1/1/1953,,,,,
 Chun Liao,,,Taiwanese,,1/1/1969,,,,,
 Cipriani,,,Italian,,1727-01-01,,1785-01-01," London (Greater London, England, United Kingdom)",,
 Ciraca unknown Indo-Persian,,,Indo-Persian,,,,,,,
 Claire Falkenstein,,,American,,1/1/1909,,1/1/1997,,,
 Claire|Salviati & C. S.p.a. Falkenstein,designer|manufacturer,,American|Italian,,1909-01-01|1877-01-01,,1997-01-01|,|,,
 Claire|unknown American Gallagher,|,,American|American,,|,,|,|,,
 Clara|Tiffany Studios|Tiffany Glass and Decorating Company Driscoll,designer|maker|maker,,American|American|American,,1861-01-01|1900-01-01|1892-01-01,,1944-01-01|1932-01-01|1900-01-01,||,,
 Clarence & Son (Architects & Engineers) TRUE,,,American,,1892-01-01,,,,,
 Clarence H.|Stieglitz White,|,,American|American,,1871-01-01|1864-01-01,,1925-01-01|1946-01-01,"|New York City (New York state, United States)",,
 Clark Mills,,,American,,1815-01-01,,1883-01-01,,,
 Clark Rampling,,,English,,1792-01-01,,1875-01-01,,,
 Clark Winter,,,American,,1/1/1907,,,,,
 Claude Domec,,,French,,1/1/1902,,1/1/1983,,,
 Claude Fayette Bragdon,,,American,,1866-01-01,,1/1/1946,,,
 Claude Félix Théodore Caruelle d' Aligny,,,French,,1798-01-01,,1871-01-01,"Lyon (Rhône, Rhône-Alpes, France)",,
 Claude Gillot,,,French,,1673-01-01,,1722-01-01," Paris (Ville de Paris department, Île-de-France, France)",,
 Claude Venard,,,French,,1/1/1913,,1/1/1999,"(Sanary-sur-Mer (Var, Provence-Alpes-Côte d'Azur, France)",,
 Claude Vignon,copyist of,,French,,1593-01-01,,1670-01-01,,,
 Claude-Antoine Sèvres Porcelain Factory|Tardy,|,,French|French,,1756-01-01|,,|1795-01-01,|,,
 Claude-Guy Hallé,,,French,,1652-01-01,,1736-01-01," Paris (Ville de Paris department, Île-de-France, France)",,
 Claude|Bernini Mellan,after|,,French|Italian,,1598-01-01|1598-01-01,,1688-01-01|1680-01-01,"Paris, France|Rome (Roma province, Lazio, Italy)",,
 Claude|Cortona Mellan,after|,,French|Italian,,1598-01-01|1596-01-01,,1688-01-01|1669-01-01,"Paris, France|Rome, Italy",,
 Cliff Lee,,,American,,1/1/1951,,,,,
 Clinton|Gurnee MacKenzie,architect|delineator,,American|American,,1866-01-01|,,1940-01-01|,|,,
 Clive|Heal & Son Ltd. Latimer,designer|manufacturer,,British|British,,|1810-01-01,,|,|,,
 Clément Massier,,,French,,1845-01-01,,1/1/1917,,,
 Cochran and Wilson,,,American,,1860-01-01,,,,,
 Colin C. Cooper,,,American,,1856-01-01,,1/1/1937,"Santa Barbara (Santa Barbara county, California, United States)",,
 Colleen Browning,,,American,,1/1/1929,,1/1/2003,,,
 Colter Jacobsen,,,American,,1/1/1975,,,,,
 Concetta Mason,,,American,,1/1/1956,,,,,
 Congolese unknown Kuba,,,Kuba (Congolese),,,,,,,
 Conrad F. Haeseler,,,American,,,,,,,
 Constance E. Hanna,,,American,,1/1/1960,,,,,
 Constantin Meunier,,,Belgian,,1831-01-01,,1/1/1905,"Ixelles (Bruxelles region, Belgium)",,
 Cornelis Dusart,,,Dutch,,1660-01-01,,1704-01-01,,,
 Cornelis Ploos Van|Avercamp Amstel,printmaker|after|publisher,,Dutch|Dutch|Dutch,,1726-01-01|1585-01-01|1726-01-01,,1798-01-01|1634-01-01|1798-01-01,"|Kampen (Overijssel, Netherlands)|",,
 Cornelis Ploos Van|Visscher Amstel,publisher|after|printmaker,,Dutch|Dutch|Dutch,,1726-01-01|1629-01-01|1720-01-01,,1798-01-01|1658-01-01|1772-01-01,"|Amsterdam (North Holland, Netherlands)|Amsterdam (North Holland, Netherlands)",,
 Cornelis Ploos Van|de Bray Amstel,after|,,Dutch|Dutch,,1726-01-01|1622-01-01,,1798-01-01|1697-01-01,|,,
 Cornelis|Bloemaert Bloemaert,after|,,Dutch|Dutch,,1603-01-01|1566-01-01,,1685-01-01|1651-01-01,"|Utrecht (Utrecht province, Netherlands)",,
 Cornelis|Lotto Van Dalen,after|,,Dutch|Italian,,1642-01-01|1465-01-01,,1660-01-01|1556-01-01,|,,
 Cornelis|Muziano Cort,after|,,Netherlandish|Italian,,1533-01-01|,,|1592-01-01,|,,
 Cornelis|Robusti Van Dalen,after|,,Dutch|Italian,,1642-01-01|1518-01-01,,1660-01-01|1594-01-01,"|Venice (Venezia province, Veneto, Italy)",,
 Cornelis|Romanelli Bloemaert,after|,,Dutch|Italian,,1603-01-01|1610-01-01,,1685-01-01|1662-01-01,|,,
 Cornelis|Titian Cort,after|,,Netherlandish|Italian,,1533-01-01|1488-01-01,,|1576-01-01,|Venice,,
 Cornelius Janssen van Ceulen,,,English,,1593-01-01,,1661-01-01," Utrecht (Utrecht province, Netherlands)",,
 Cory Arcangel,,,American,,1/1/1978,,,,,
 Craig J. Barber,,,American,,1/1/1947,,,,,
 Craig Kauffman,,,American,,1/1/1932,,1/1/2010,"Angeles City, Phillipines",,
 Crispin van de Passe The Elder,after,,Dutch,,1565-01-01,,1637-01-01,,,
 Cristiano Bianchin,,,Italian,,1/1/1963,,,,,
 Cristofano Di Michele Martini,,,Italian,,1462-01-01,,1520-01-01,,,
 Cufone,,,undetermined,,,,,,,
 Cummings & Miller,,,American,,,,1891-01-01,,,
 Curtis W. & Co. Taylor,,,American,,,,,,,
 Cuzco,school of,,Peruvian,,,,,,,
 Cy Twombly,,,American,,1/1/1928,,1/1/2011,Rome,,
 Cynthia F. Cooley,,,American,,1/1/1931,,,,,
 Cypriote,,,Cypriot,,,,,,,
 Czeslaw Zuber,,,Polish,,1/1/1948,,,,,
 César,,,French,,1/1/1921,,1/1/1998," Paris (Ville de Paris department, Île-de-France, France)",,
 D. G. Payson,,,American,,1890-01-01,,,,,
 D. H. & Company Burnham,architects,,American,,,,,,,
 D. L.|Roebling Glover,engraver|engineer,,American|American,,|1806-01-01,,|1869-01-01,|Brooklyn?,,
 D. S.|Tupperware U.S. Inc. Miller,designer|manufacturer,,American|American,,1967-01-01|1938-01-01,,|,|,,
 D.W. and Co.|Chapman Kellogg,after|,,American|American,,|1808-01-01,,1842-01-01|1889-01-01,"|New York City (New York state, United States)",,
 Daghestan unknown Russian,,,Russian,,,,,,,
 Dale Nish,,,American,,1/1/1932,,,,,
 Dan Asher,,,American,,1/1/1947,,1/1/2010,"New York, NY",,
 Dan Johnson,designer,,American,,1/1/1918,,,,,
 Dan Kvitka,,,American,,1/1/1958,,,,,
 Dan Wingren,,,American,,1/1/1923,,1/1/1998,,,
 Dan Wynn,,,American,,1/1/1920,,1/1/1995,,,
 Dana A.|Beyer Sanborn,architect|Delineator,,American|American,,1859-01-01|,,1932-01-01|,|,,
 Dana Duff,,,American,,1/1/1955,,,,,
 Dana Zamecnikova,,,Czech,,1/1/1945,,,,,
 Daniel Anderson,,,American,,1/1/1945,,,,,
 Daniel Buren,,,French,,1/1/1938,,,,,
 Daniel Guzmán,,,Mexican,,1/1/1964,,,,,
 Daniel H. Burnham,designer,,American,,1846-01-01,,1/1/1912,"Heidelberg (Karlsruhe district, Baden-Württemberg, Germany) (inhabited place)",,
 Daniel Hopfer,,,German,,,,1536-01-01,,,
 Daniel Huntington,,,American,,1816-01-01,,1/1/1906,,,
 Daniel J. Goldstein,,,American,,1/1/1950,,,,,
 Daniel Lang,,,German,,1623-01-01,,1635-01-01,,,
 Daniel Nikolaus Chodowiecki,,,German,,1726-01-01,,1801-01-01,Berlin,,
 Daniel and Robert Sharp|Pickett Smith,silversmiths|retailer,,British|British,,1763-01-01|,,1788-01-01|,|,,
 Daniel|Caraccio Leary,artist|Printmaker,,American|American,,1955-01-01|1977-01-01,,|,|,,
 Daniel|Reynolds Berger,after|,,German|British,,1744-01-01|1723-07-16,,1824-01-01|1792-02-23,"|London, England",,
 Danny Perkins,,,American,,1/1/1955,,,,,
 Danny Pierce,,,American,,1/1/1920,,,,,
 Danny Williams,,,American,,1/1/1950,,,,,
 Daphne Fitzpatrick,,,American,,1/1/1964,,,,,
 Dave Muller,,,American,,1/1/1964,,,,,
 Davenport Pottery and Porcelain Factory,,,English,,1794-01-01,,1887-01-01,,,
 David A. Siqueiros,,,Mexican,,1898-01-01,,1/1/1974,"Cuernavaca, Mexico",,
 David Armstrong,,,American,,1/1/1947,,,,,
 David Avison,,,American,,1/1/1937,,1/1/2004,,,
 David Bates,,,American,,1/1/1952,,,,,
 David Canton Glass Works|Barker,|,,American|American,,1883-01-01|,,1946-01-01|,|,,
 David Chipperfield,,,English,,1/1/1953,,,,,
 David Dalby,,,British,,1794-01-01,,1836-01-01,"Clifton (England, United Kingdom)",,
 David Izu,,,American,,1/1/1951,,,,,
 David J. Miller,,,American,,1/1/1942,,,,,
 David Levine,,,American,,1/1/1926,,1/1/2009,New York City,,
 David Levinthal,,,American,,1/1/1949,,,,,
 David Montano,,,American,,1/1/1982,,,,,
 David Moreno,,,American,,1/1/1957,,,,,
 David Rathman,,,American,,1/1/1958,,,,,
 David Reekie,,,British,,1/1/1947,,,,,
 David Row,,,American,,1/1/1949,,,,,
 David Salle,,,American,,1/1/1950,,,,,
 David Shrigley,,,British,,1/1/1968,,,,,
 David Stanger,,,American,,1/1/1976,,,,,
 David Von Schlegell,,,American,,1/1/1920,,1/1/1992,"New Haven, CT",,
 David Willaume,,,English,,1728-01-01,,1761-01-01,,,
 Davide Salvadore,,,Italian,,1/1/1953,,,,,
 Davidson Gigliotti,,,,,,,,,,
 Dawson or Montgomery Family,,,American,,,,,,,
 Dawson|Byrdcliffe Arts and Crafts Colony Dawson-Watson,designer|maker,,American|American,,1864-01-01|1902-01-01,,1939-01-01|1910-01-01,|,,
 De Scott Evans,,,American,,1847-01-01,,1898-01-01,,,
 DeVore Richard,,,American,,1/1/1933,,1/1/2006,Colorado,,
